01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
1968,Dinamarca,,Mulheres,,,,x,
1968,Dinamarca,,Total,,,,x,
1968,Eslováquia,,Homens,,,,,67.7
1968,Eslováquia,,Mulheres,,,,,73.6
1968,Eslováquia,,Total,,,,,70.6
1968,Eslovénia,,Homens,,,,x,
1968,Eslovénia,,Mulheres,,,,x,
1968,Eslovénia,,Total,,,,x,
1968,Espanha,,Homens,,,,x,
1968,Espanha,,Mulheres,,,,x,
1968,Espanha,,Total,,,,x,
1968,Estónia,,Homens,,,,,65.9
1968,Estónia,,Mulheres,,,,,74.5
1968,Estónia,,Total,,,,,70.6
1968,Finlândia,,Homens,,,,x,
1968,Finlândia,,Mulheres,,,,x,
1968,Finlândia,,Total,,,,x,
1968,França,,Homens,,,,x,
1968,França,,Mulheres,,,,x,
1968,França,,Total,,,,x,
1968,Grécia,,Homens,,,,,70.6
1968,Grécia,,Mulheres,,,,,74.2
1968,Grécia,,Total,,,,,72.4
1968,Hungria,,Homens,,,,,66.6
1968,Hungria,,Mulheres,,,,,72.0
1968,Hungria,,Total,,,,,69.3
1968,Irlanda,,Homens,,,,x,
1968,Irlanda,,Mulheres,,,,x,
1968,Irlanda,,Total,,,,x,
1968,Itália,,Homens,,,,x,
1968,Itália,,Mulheres,,,,x,
1968,Itália,,Total,,,,x,
1968,Letónia,,Homens,,,,x,
1968,Letónia,,Mulheres,,,,x,
1968,Letónia,,Total,,,,x,
1968,Lituânia,,Homens,,,,x,
1968,Lituânia,,Mulheres,,,,x,
1968,Lituânia,,Total,,,,x,
1968,Luxemburgo,,Homens,,,,x,
1968,Luxemburgo,,Mulheres,,,,,73.5
1968,Luxemburgo,,Total,,,,x,
1968,Malta,,Homens,,,,x,
1968,Malta,,Mulheres,,,,x,
1968,Malta,,Total,,,,x,
1968,Países Baixos,,Homens,,,,x,
1968,Países Baixos,,Mulheres,,,,x,
1968,Países Baixos,,Total,,,,x,
1968,Polónia,,Homens,,,,x,
1968,Polónia,,Mulheres,,,,x,
1968,Polónia,,Total,,,,x,
1968,Portugal,,Homens,,,,,63.3
1968,Portugal,,Mulheres,,,,,69.4
1968,Portugal,,Total,,,,,66.4
1968,Roménia,,Homens,,,,,66.0
1968,Roménia,,Mulheres,,,,,70.3
1968,Roménia,,Total,,,,,68.2
1968,Suécia,,Homens,,,,,71.7
1968,Suécia,,Mulheres,,,,,76.4
1968,Suécia,,Total,,,,,74.0
1969,Alemanha,,Homens,,,,x,
1969,Alemanha,,Mulheres,,,,x,
1969,Alemanha,,Total,,,,x,
1969,Áustria,,Homens,,,,x,
1969,Áustria,,Mulheres,,,,x,
1969,Áustria,,Total,,,,x,
1969,Bélgica,,Homens,,,,,67.6
1969,Bélgica,,Mulheres,,,,,74.1
1969,Bélgica,,Total,,,,,70.8
1969,Bulgária,,Homens,,,,,68.2
1969,Bulgária,,Mulheres,,,,,72.7
1969,Bulgária,,Total,,,,,70.4
1969,Chéquia,,Homens,,,,,66.0
1969,Chéquia,,Mulheres,,,,,73.2
1969,Chéquia,,Total,,,,,69.6
1969,Chipre,,Homens,,,,x,
1969,Chipre,,Mulheres,,,,x,
1969,Chipre,,Total,,,,x,
1969,Croácia,,Homens,,,,x,
1969,Croácia,,Mulheres,,,,x,
1969,Croácia,,Total,,,,x,
1969,Dinamarca,,Homens,,,,x,
1969,Dinamarca,,Mulheres,,,,x,
1969,Dinamarca,,Total,,,,x,
1969,Eslováquia,,Homens,,,,,66.9
1969,Eslováquia,,Mulheres,,,,,73.3
1969,Eslováquia,,Total,,,,,70.0
1969,Eslovénia,,Homens,,,,x,
1969,Eslovénia,,Mulheres,,,,x,
1969,Eslovénia,,Total,,,,x,
1969,Espanha,,Homens,,,,x,
1969,Espanha,,Mulheres,,,,x,
1969,Espanha,,Total,,,,x,
1969,Estónia,,Homens,,,,,65.3
1969,Estónia,,Mulheres,,,,,74.4
1969,Estónia,,Total,,,,,70.2
1969,Finlândia,,Homens,,,,x,
1969,Finlândia,,Mulheres,,,,x,
1969,Finlândia,,Total,,,,x,
1969,França,,Homens,,,,x,
1969,França,,Mulheres,,,,x,
1969,França,,Total,,,,x,
1969,Grécia,,Homens,,,,,71.0
1969,Grécia,,Mulheres,,,,,75.0
1969,Grécia,,Total,,,,,73.0
1969,Hungria,,Homens,,,,,66.7
1969,Hungria,,Mulheres,,,,,72.1
1969,Hungria,,Total,,,,,69.4
1969,Irlanda,,Homens,,,,x,
1969,Irlanda,,Mulheres,,,,x,
1969,Irlanda,,Total,,,,x,
1969,Itália,,Homens,,,,x,
1969,Itália,,Mulheres,,,,x,
1969,Itália,,Total,,,,x,
1969,Letónia,,Homens,,,,x,
1969,Letónia,,Mulheres,,,,x,
1969,Letónia,,Total,,,,x,
1969,Lituânia,,Homens,,,,x,
1969,Lituânia,,Mulheres,,,,x,
1969,Lituânia,,Total,,,,x,
1969,Luxemburgo,,Homens,,,,x,
1969,Luxemburgo,,Mulheres,,,,,73.4
1969,Luxemburgo,,Total,,,,x,
1969,Malta,,Homens,,,,x,
1969,Malta,,Mulheres,,,,x,
1969,Malta,,Total,,,,x,
1969,Países Baixos,,Homens,,,,x,
1969,Países Baixos,,Mulheres,,,,x,
1969,Países Baixos,,Total,,,,x,
1969,Polónia,,Homens,,,,x,
1969,Polónia,,Mulheres,,,,x,
1969,Polónia,,Total,,,,x,
1969,Portugal,,Homens,,,,,62.8
1969,Portugal,,Mulheres,,,,,69.0
1969,Portugal,,Total,,,,,66.0
1969,Roménia,,Homens,,,,,65.1
1969,Roménia,,Mulheres,,,,,69.7
1969,Roménia,,Total,,,,,67.4
1969,Suécia,,Homens,,,,,71.7
1969,Suécia,,Mulheres,,,,,76.7
1969,Suécia,,Total,,,,,74.1
1970,Alemanha,,Homens,,,,x,
1970,Alemanha,,Mulheres,,,,x,
1970,Alemanha,,Total,,,,x,
1970,Áustria,,Homens,,,,,66.5
1970,Áustria,,Mulheres,,,,,73.5
1970,Áustria,,Total,,,,,70.1
1970,Bélgica,,Homens,,,,,67.9
1970,Bélgica,,Mulheres,,,,,74.2
1970,Bélgica,,Total,,,,,71.0
1970,Bulgária,,Homens,,,,,69.1
1970,Bulgária,,Mulheres,,,,,73.5
1970,Bulgária,,Total,,,,,71.2
1970,Chéquia,,Homens,,,,,66.1
1970,Chéquia,,Mulheres,,,,,73.1
1970,Chéquia,,Total,,,,,69.6
1970,Chipre,,Homens,,,,x,
1970,Chipre,,Mulheres,,,,x,
1970,Chipre,,Total,,,,x,
1970,Croácia,,Homens,,,,x,
1970,Croácia,,Mulheres,,,,x,
1970,Croácia,,Total,,,,x,
1970,Dinamarca,,Homens,,,,x,
1970,Dinamarca,,Mulheres,,,,x,
1970,Dinamarca,,Total,,,,x,
1970,Eslováquia,,Homens,,,,,66.8
1970,Eslováquia,,Mulheres,,,,,73.1
1970,Eslováquia,,Total,,,,,69.8
1970,Eslovénia,,Homens,,,,x,
1970,Eslovénia,,Mulheres,,,,x,
1970,Eslovénia,,Total,,,,x,
1970,Espanha,,Homens,,,,x,
1970,Espanha,,Mulheres,,,,x,
1970,Espanha,,Total,,,,x,
1970,Estónia,,Homens,,,,,65.5
1970,Estónia,,Mulheres,,,,,74.5
1970,Estónia,,Total,,,,,70.4
1970,Finlândia,,Homens,,,,x,
1970,Finlândia,,Mulheres,,,,x,
1970,Finlândia,,Total,,,,x,
1970,França,,Homens,,,,x,
1970,França,,Mulheres,,,,x,
1970,França,,Total,,,,x,
1970,Grécia,,Homens,,,,,71.6
1970,Grécia,,Mulheres,,,,,76.0
1970,Grécia,,Total,,,,,73.8
1970,Hungria,,Homens,,,,,66.3
1970,Hungria,,Mulheres,,,,,72.1
1970,Hungria,,Total,,,,,69.2
1970,Irlanda,,Homens,,,,x,
1970,Irlanda,,Mulheres,,,,x,
1970,Irlanda,,Total,,,,x,
1970,Itália,,Homens,,,,x,
1970,Itália,,Mulheres,,,,x,
1970,Itália,,Total,,,,x,
1970,Letónia,,Homens,,,,x,
1970,Letónia,,Mulheres,,,,x,
1970,Letónia,,Total,,,,x,
1970,Lituânia,,Homens,,,,,66.8
1970,Lituânia,,Mulheres,,,,,75.0
1970,Lituânia,,Total,,,,,71.1
1970,Luxemburgo,,Homens,,,,x,
1970,Luxemburgo,,Mulheres,,,,,73.0
1970,Luxemburgo,,Total,,,,x,
1970,Malta,,Homens,,,,x,
1970,Malta,,Mulheres,,,,x,
1970,Malta,,Total,,,,x,
1970,Países Baixos,,Homens,,,,x,
1970,Países Baixos,,Mulheres,,,,x,
1970,Países Baixos,,Total,,,,x,
1970,Polónia,,Homens,,,,x,
1970,Polónia,,Mulheres,,,,x,
1970,Polónia,,Total,,,,x,
1970,Portugal,,Homens,,,,,63.6
1970,Portugal,,Mulheres,,,,,69.7
1970,Portugal,,Total,,,,,66.7
1970,Roménia,,Homens,,,,,65.9
1970,Roménia,,Mulheres,,,,,70.4
1970,Roménia,,Total,,,,,68.2
1970,Suécia,,Homens,,,,,72.3
1970,Suécia,,Mulheres,,,,,77.3
1970,Suécia,,Total,,,,,74.7
1971,Alemanha,,Homens,,,,x,
1971,Alemanha,,Mulheres,,,,x,
1971,Alemanha,,Total,,,,x,
1971,Áustria,,Homens,,,,,66.7
1971,Áustria,,Mulheres,,,,,73.7
1971,Áustria,,Total,,,,,70.3
1971,Bélgica,,Homens,,,,,67.9
1971,Bélgica,,Mulheres,,,,,74.4
1971,Bélgica,,Total,,,,,71.1
1971,Bulgária,,Homens,,,,,68.6
1971,Bulgária,,Mulheres,,,,,73.2
1971,Bulgária,,Total,,,,,70.8
1971,Chéquia,,Homens,,,,,66.2
1971,Chéquia,,Mulheres,,,,,73.4
1971,Chéquia,,Total,,,,,69.8
1971,Chipre,,Homens,,,,x,
1971,Chipre,,Mulheres,,,,x,
1971,Chipre,,Total,,,,x,
1971,Croácia,,Homens,,,,x,
1971,Croácia,,Mulheres,,,,x,
1971,Croácia,,Total,,,,x,
1971,Dinamarca,,Homens,,,,x,
1971,Dinamarca,,Mulheres,,,,x,
1971,Dinamarca,,Total,,,,x,
1971,Eslováquia,,Homens,,,,,66.6
1971,Eslováquia,,Mulheres,,,,,73.3
1971,Eslováquia,,Total,,,,,69.9
1971,Eslovénia,,Homens,,,,x,
1971,Eslovénia,,Mulheres,,,,x,
1971,Eslovénia,,Total,,,,x,
1971,Espanha,,Homens,,,,x,
1971,Espanha,,Mulheres,,,,x,
1971,Espanha,,Total,,,,x,
1971,Estónia,,Homens,,,,,65.7
1971,Estónia,,Mulheres,,,,,74.8
1971,Estónia,,Total,,,,,70.6
1971,Finlândia,,Homens,,,,x,
1971,Finlândia,,Mulheres,,,,x,
1971,Finlândia,,Total,,,,x,
1971,França,,Homens,,,,x,
1971,França,,Mulheres,,,,x,
1971,França,,Total,,,,x,
1971,Grécia,,Homens,,,,,72.2
1971,Grécia,,Mulheres,,,,,76.2
1971,Grécia,,Total,,,,,74.2
1971,Hungria,,Homens,,,,,66.1
1971,Hungria,,Mulheres,,,,,72.1
1971,Hungria,,Total,,,,,69.1
1971,Irlanda,,Homens,,,,x,
1971,Irlanda,,Mulheres,,,,x,
1971,Irlanda,,Total,,,,x,
1971,Itália,,Homens,,,,x,
1971,Itália,,Mulheres,,,,x,
1971,Itália,,Total,,,,x,
1971,Letónia,,Homens,,,,x,
1971,Letónia,,Mulheres,,,,x,
1971,Letónia,,Total,,,,x,
1971,Lituânia,,Homens,,,,,67.6
1971,Lituânia,,Mulheres,,,,,76.1
1971,Lituânia,,Total,,,,,72.0
1971,Luxemburgo,,Homens,,,,,66.2
1971,Luxemburgo,,Mulheres,,,,,73.1
1971,Luxemburgo,,Total,,,,,69.6
1971,Malta,,Homens,,,,x,
1971,Malta,,Mulheres,,,,x,
1971,Malta,,Total,,,,x,
1971,Países Baixos,,Homens,,,,x,
1971,Países Baixos,,Mulheres,,,,x,
1971,Países Baixos,,Total,,,,x,
1971,Polónia,,Homens,,,,x,
1971,Polónia,,Mulheres,,,,x,
1971,Polónia,,Total,,,,x,
1971,Portugal,,Homens,,,,,63.1
1971,Portugal,,Mulheres,,,,,69.7
1971,Portugal,,Total,,,,,66.4
1971,Roménia,,Homens,,,,,66.4
1971,Roménia,,Mulheres,,,,,70.8
1971,Roménia,,Total,,,,,68.7
1971,Suécia,,Homens,,,,,72.0
1971,Suécia,,Mulheres,,,,,77.5
1971,Suécia,,Total,,,,,74.7
1972,Alemanha,,Homens,,,,x,
1972,Alemanha,,Mulheres,,,,x,
1972,Alemanha,,Total,,,,x,
1972,Áustria,,Homens,,,,,67.0
1972,Áustria,,Mulheres,,,,,74.1
1972,Áustria,,Total,,,,,70.7
1972,Bélgica,,Homens,,,,,68.2
1972,Bélgica,,Mulheres,,,,,74.8
1972,Bélgica,,Total,,,,,71.4
1972,Bulgária,,Homens,,,,,68.6
1972,Bulgária,,Mulheres,,,,,73.1
1972,Bulgária,,Total,,,,,70.8
1972,Chéquia,,Homens,,,,,66.9
1972,Chéquia,,Mulheres,,,,,73.7
1972,Chéquia,,Total,,,,,70.3
1972,Chipre,,Homens,,,,x,
1972,Chipre,,Mulheres,,,,x,
1972,Chipre,,Total,,,,x,
1972,Croácia,,Homens,,,,x,
1972,Croácia,,Mulheres,,,,x,
1972,Croácia,,Total,,,,x,
1972,Dinamarca,,Homens,,,,x,
1972,Dinamarca,,Mulheres,,,,x,
1972,Dinamarca,,Total,,,,x,
1972,Eslováquia,,Homens,,,,,67.0
1972,Eslováquia,,Mulheres,,,,,73.9
1972,Eslováquia,,Total,,,,,70.3
1972,Eslovénia,,Homens,,,,x,
1972,Eslovénia,,Mulheres,,,,x,
1972,Eslovénia,,Total,,,,x,
1972,Espanha,,Homens,,,,x,
1972,Espanha,,Mulheres,,,,x,
1972,Espanha,,Total,,,,x,
1972,Estónia,,Homens,,,,,65.5
1972,Estónia,,Mulheres,,,,,74.7
1972,Estónia,,Total,,,,,70.4
1972,Finlândia,,Homens,,,,x,
1972,Finlândia,,Mulheres,,,,x,
1972,Finlândia,,Total,,,,x,
1972,França,,Homens,,,,x,
1972,França,,Mulheres,,,,x,
1972,França,,Total,,,,x,
1972,Grécia,,Homens,,,,,71.7
1972,Grécia,,Mulheres,,,,,75.9
1972,Grécia,,Total,,,,,73.8
1972,Hungria,,Homens,,,,,66.8
1972,Hungria,,Mulheres,,,,,72.7
1972,Hungria,,Total,,,,,69.8
1972,Irlanda,,Homens,,,,x,
1972,Irlanda,,Mulheres,,,,x,
1972,Irlanda,,Total,,,,x,
1972,Itália,,Homens,,,,x,
1972,Itália,,Mulheres,,,,x,
1972,Itália,,Total,,,,x,
1972,Letónia,,Homens,,,,x,
1972,Letónia,,Mulheres,,,,x,
1972,Letónia,,Total,,,,x,
1972,Lituânia,,Homens,,,,,66.9
1972,Lituânia,,Mulheres,,,,,75.4
1972,Lituânia,,Total,,,,,71.3
1972,Luxemburgo,,Homens,,,,,67.7
1972,Luxemburgo,,Mulheres,,,,,74.1
1972,Luxemburgo,,Total,,,,,70.8
1972,Malta,,Homens,,,,x,
1972,Malta,,Mulheres,,,,x,
1972,Malta,,Total,,,,x,
1972,Países Baixos,,Homens,,,,x,
1972,Países Baixos,,Mulheres,,,,x,
1972,Países Baixos,,Total,,,,x,
1972,Polónia,,Homens,,,,x,
1972,Polónia,,Mulheres,,,,x,
1972,Polónia,,Total,,,,x,
1972,Portugal,,Homens,,,,,65.2
1972,Portugal,,Mulheres,,,,,71.5
1972,Portugal,,Total,,,,,68.4
1972,Roménia,,Homens,,,,,66.9
1972,Roménia,,Mulheres,,,,,71.4
1972,Roménia,,Total,,,,,69.2
1972,Suécia,,Homens,,,,,72.0
1972,Suécia,,Mulheres,,,,,77.6
1972,Suécia,,Total,,,,,74.8
1973,Alemanha,,Homens,,,,x,
1973,Alemanha,,Mulheres,,,,x,
1973,Alemanha,,Total,,,,x,
1973,Áustria,,Homens,,,,,67.6
1973,Áustria,,Mulheres,,,,,74.6
1973,Áustria,,Total,,,,,71.2
1973,Bélgica,,Homens,,,,,68.4
1973,Bélgica,,Mulheres,,,,,75.0
1973,Bélgica,,Total,,,,,71.7
1973,Bulgária,,Homens,,,,,68.9
1973,Bulgária,,Mulheres,,,,,73.7
1973,Bulgária,,Total,,,,,71.2
1973,Chéquia,,Homens,,,,,66.6
1973,Chéquia,,Mulheres,,,,,73.8
1973,Chéquia,,Total,,,,,70.1
1973,Chipre,,Homens,,,,x,
1973,Chipre,,Mulheres,,,,x,
1973,Chipre,,Total,,,,x,
1973,Croácia,,Homens,,,,x,
1973,Croácia,,Mulheres,,,,x,
1973,Croácia,,Total,,,,x,
1973,Dinamarca,,Homens,,,,x,
1973,Dinamarca,,Mulheres,,,,x,
1973,Dinamarca,,Total,,,,x,
1973,Eslováquia,,Homens,,,,,66.8
1973,Eslováquia,,Mulheres,,,,,73.4
1973,Eslováquia,,Total,,,,,70.0
1973,Eslovénia,,Homens,,,,x,
1973,Eslovénia,,Mulheres,,,,x,
1973,Eslovénia,,Total,,,,x,
1973,Espanha,,Homens,,,,x,
1973,Espanha,,Mulheres,,,,x,
1973,Espanha,,Total,,,,x,
1973,Estónia,,Homens,,,,,66.1
1973,Estónia,,Mulheres,,,,,74.7
1973,Estónia,,Total,,,,,70.7
1973,Finlândia,,Homens,,,,x,
1973,Finlândia,,Mulheres,,,,x,
1973,Finlândia,,Total,,,,x,
1973,França,,Homens,,,,x,
1973,França,,Mulheres,,,,x,
1973,França,,Total,,,,x,
1973,Grécia,,Homens,,,,,72.0
1973,Grécia,,Mulheres,,,,,76.2
1973,Grécia,,Total,,,,,74.1
1973,Hungria,,Homens,,,,,66.6
1973,Hungria,,Mulheres,,,,,72.6
1973,Hungria,,Total,,,,,69.6
1973,Irlanda,,Homens,,,,x,
1973,Irlanda,,Mulheres,,,,x,
1973,Irlanda,,Total,,,,x,
1973,Itália,,Homens,,,,x,
1973,Itália,,Mulheres,,,,x,
1973,Itália,,Total,,,,x,
1973,Letónia,,Homens,,,,x,
1973,Letónia,,Mulheres,,,,x,
1973,Letónia,,Total,,,,x,
1973,Lituânia,,Homens,,,,,67.3
1973,Lituânia,,Mulheres,,,,,75.6
1973,Lituânia,,Total,,,,,71.6
1973,Luxemburgo,,Homens,,,,,66.9
1973,Luxemburgo,,Mulheres,,,,,74.6
1973,Luxemburgo,,Total,,,,,70.6
1973,Malta,,Homens,,,,x,
1973,Malta,,Mulheres,,,,x,
1973,Malta,,Total,,,,x,
1973,Países Baixos,,Homens,,,,x,
1973,Países Baixos,,Mulheres,,,,x,
1973,Países Baixos,,Total,,,,x,
1973,Polónia,,Homens,,,,x,
1973,Polónia,,Mulheres,,,,x,
1973,Polónia,,Total,,,,x,
1973,Portugal,,Homens,,,,,64.4
1973,Portugal,,Mulheres,,,,,70.6
1973,Portugal,,Total,,,,,67.6
1973,Roménia,,Homens,,,,,66.6
1973,Roménia,,Mulheres,,,,,71.0
1973,Roménia,,Total,,,,,68.8
1973,Suécia,,Homens,,,,,72.2
1973,Suécia,,Mulheres,,,,,77.8
1973,Suécia,,Total,,,,,74.9
1974,Alemanha,,Homens,,,,x,
1974,Alemanha,,Mulheres,,,,x,
1974,Alemanha,,Total,,,,x,
1974,Áustria,,Homens,,,,,67.5
1974,Áustria,,Mulheres,,,,,74.7
1974,Áustria,,Total,,,,,71.2
1974,Bélgica,,Homens,,,,,68.8
1974,Bélgica,,Mulheres,,,,,75.3
1974,Bélgica,,Total,,,,,72.0
1974,Bulgária,,Homens,,,,,68.8
1974,Bulgária,,Mulheres,,,,,73.5
1974,Bulgária,,Total,,,,,71.1
1974,Chéquia,,Homens,,,,,66.8
1974,Chéquia,,Mulheres,,,,,73.6
1974,Chéquia,,Total,,,,,70.2
1974,Chipre,,Homens,,,,x,
1974,Chipre,,Mulheres,,,,x,
1974,Chipre,,Total,,,,x,
1974,Croácia,,Homens,,,,x,
1974,Croácia,,Mulheres,,,,x,
1974,Croácia,,Total,,,,x,
1974,Dinamarca,,Homens,,,,,71.0
1974,Dinamarca,,Mulheres,,,,,76.9
1974,Dinamarca,,Total,,,,,73.9
1974,Eslováquia,,Homens,,,,,66.8
1974,Eslováquia,,Mulheres,,,,,73.7
1974,Eslováquia,,Total,,,,,70.2
1974,Eslovénia,,Homens,,,,x,
1974,Eslovénia,,Mulheres,,,,x,
1974,Eslovénia,,Total,,,,x,
1974,Espanha,,Homens,,,,x,
1974,Espanha,,Mulheres,,,,x,
1974,Espanha,,Total,,,,x,
1974,Estónia,,Homens,,,,,65.9
1974,Estónia,,Mulheres,,,,,75.1
1974,Estónia,,Total,,,,,70.9
1974,Finlândia,,Homens,,,,x,
1974,Finlândia,,Mulheres,,,,x,
1974,Finlândia,,Total,,,,x,
1974,França,,Homens,,,,x,
1974,França,,Mulheres,,,,x,
1974,França,,Total,,,,x,
1974,Grécia,,Homens,,,,,72.4
1974,Grécia,,Mulheres,,,,,76.8
1974,Grécia,,Total,,,,,74.6
1974,Hungria,,Homens,,,,,66.3
1974,Hungria,,Mulheres,,,,,72.3
1974,Hungria,,Total,,,,,69.3
1974,Irlanda,,Homens,,,,x,
1974,Irlanda,,Mulheres,,,,x,
1974,Irlanda,,Total,,,,x,
1974,Itália,,Homens,,,,x,
1974,Itália,,Mulheres,,,,x,
1974,Itália,,Total,,,,x,
1974,Letónia,,Homens,,,,x,
1974,Letónia,,Mulheres,,,,x,
1974,Letónia,,Total,,,,x,
1974,Lituânia,,Homens,,,,,67.1
1974,Lituânia,,Mulheres,,,,,75.7
1974,Lituânia,,Total,,,,,71.6
1974,Luxemburgo,,Homens,,,,,67.1
1974,Luxemburgo,,Mulheres,,,,,74.5
1974,Luxemburgo,,Total,,,,,70.7
1974,Malta,,Homens,,,,x,
1974,Malta,,Mulheres,,,,x,
1974,Malta,,Total,,,,x,
1974,Países Baixos,,Homens,,,,x,
1974,Países Baixos,,Mulheres,,,,x,
1974,Países Baixos,,Total,,,,x,
1974,Polónia,,Homens,,,,x,
1974,Polónia,,Mulheres,,,,x,
1974,Polónia,,Total,,,,x,
1974,Portugal,,Homens,,,,,64.8
1974,Portugal,,Mulheres,,,,,71.4
1974,Portugal,,Total,,,,,68.2
1974,Roménia,,Homens,,,,,67.4
1974,Roménia,,Mulheres,,,,,71.9
1974,Roménia,,Total,,,,,69.7
1974,Suécia,,Homens,,,,,72.2
1974,Suécia,,Mulheres,,,,,78.0
1974,Suécia,,Total,,,,,75.0
1975,Alemanha,,Homens,,,,x,
1975,Alemanha,,Mulheres,,,,x,
1975,Alemanha,,Total,,,,x,
1975,Áustria,,Homens,,,,,67.7
1975,Áustria,,Mulheres,,,,,74.7
1975,Áustria,,Total,,,,,71.4
1975,Bélgica,,Homens,,,,,68.8
1975,Bélgica,,Mulheres,,,,,75.3
1975,Bélgica,,Total,,,,,72.0
1975,Bulgária,,Homens,,,,,68.6
1975,Bulgária,,Mulheres,,,,,73.5
1975,Bulgária,,Total,,,,,71.0
1975,Chéquia,,Homens,,,,,67.0
1975,Chéquia,,Mulheres,,,,,74.1
1975,Chéquia,,Total,,,,,70.5
1975,Chipre,,Homens,,,,x,
1975,Chipre,,Mulheres,,,,x,
1975,Chipre,,Total,,,,x,
1975,Croácia,,Homens,,,,x,
1975,Croácia,,Mulheres,,,,x,
1975,Croácia,,Total,,,,x,
1975,Dinamarca,,Homens,,,,,71.3
1975,Dinamarca,,Mulheres,,,,,77.1
1975,Dinamarca,,Total,,,,,74.2
1975,Eslováquia,,Homens,,,,,66.9
1975,Eslováquia,,Mulheres,,,,,74.0
1975,Eslováquia,,Total,,,,,70.3
1975,Eslovénia,,Homens,,,,x,
1975,Eslovénia,,Mulheres,,,,x,
1975,Eslovénia,,Total,,,,x,
1975,Espanha,,Homens,,,,,70.5
1975,Espanha,,Mulheres,,,,,76.3
1975,Espanha,,Total,,,,,73.4
1975,Estónia,,Homens,,,,,65.0
1975,Estónia,,Mulheres,,,,,74.8
1975,Estónia,,Total,,,,,70.2
1975,Finlândia,,Homens,,,,x,
1975,Finlândia,,Mulheres,,,,x,
1975,Finlândia,,Total,,,,x,
1975,França,,Homens,,,,x,
1975,França,,Mulheres,,,,x,
1975,França,,Total,,,,x,
1975,Grécia,,Homens,,,,,72.2
1975,Grécia,,Mulheres,,,,,76.7
1975,Grécia,,Total,,,,,74.4
1975,Hungria,,Homens,,,,,66.3
1975,Hungria,,Mulheres,,,,,72.5
1975,Hungria,,Total,,,,,69.4
1975,Irlanda,,Homens,,,,x,
1975,Irlanda,,Mulheres,,,,x,
1975,Irlanda,,Total,,,,x,
1975,Itália,,Homens,,,,x,
1975,Itália,,Mulheres,,,,x,
1975,Itália,,Total,,,,x,
1975,Letónia,,Homens,,,,x,
1975,Letónia,,Mulheres,,,,x,
1975,Letónia,,Total,,,,x,
1975,Lituânia,,Homens,,,,,66.4
1975,Lituânia,,Mulheres,,,,,75.5
1975,Lituânia,,Total,,,,,71.1
1975,Luxemburgo,,Homens,,,,,67.3
1975,Luxemburgo,,Mulheres,,,,,74.3
1975,Luxemburgo,,Total,,,,,70.7
1975,Malta,,Homens,,,,x,
1975,Malta,,Mulheres,,,,x,
1975,Malta,,Total,,,,x,
1975,Países Baixos,,Homens,,,,x,
1975,Países Baixos,,Mulheres,,,,x,
1975,Países Baixos,,Total,,,,x,
1975,Polónia,,Homens,,,,x,
1975,Polónia,,Mulheres,,,,x,
1975,Polónia,,Total,,,,x,
1975,Portugal,,Homens,,,,,64.6
1975,Portugal,,Mulheres,,,,,72.1
1975,Portugal,,Total,,,,,68.4
1975,Roménia,,Homens,,,,,67.4
1975,Roménia,,Mulheres,,,,,72.1
1975,Roménia,,Total,,,,,69.8
1975,Suécia,,Homens,,,,,72.2
1975,Suécia,,Mulheres,,,,,78.1
1975,Suécia,,Total,,,,,75.0
1976,Alemanha,,Homens,,,,x,
1976,Alemanha,,Mulheres,,,,x,
1976,Alemanha,,Total,,,,x,
1976,Áustria,,Homens,,,,,68.2
1976,Áustria,,Mulheres,,,,,75.1
1976,Áustria,,Total,,,,,71.8
1976,Bélgica,,Homens,,,,,68.9
1976,Bélgica,,Mulheres,,,,,75.5
1976,Bélgica,,Total,,,,,72.2
1976,Bulgária,,Homens,,,,,68.9
1976,Bulgária,,Mulheres,,,,,73.8
1976,Bulgária,,Total,,,,,71.3
1976,Chéquia,,Homens,,,,,67.1
1976,Chéquia,,Mulheres,,,,,74.3
1976,Chéquia,,Total,,,,,70.7
1976,Chipre,,Homens,,,,x,
1976,Chipre,,Mulheres,,,,x,
1976,Chipre,,Total,,,,x,
1976,Croácia,,Homens,,,,x,
1976,Croácia,,Mulheres,,,,x,
1976,Croácia,,Total,,,,x,
1976,Dinamarca,,Homens,,,,,70.9
1976,Dinamarca,,Mulheres,,,,,76.8
1976,Dinamarca,,Total,,,,,73.8
1976,Eslováquia,,Homens,,,,,67.0
1976,Eslováquia,,Mulheres,,,,,74.1
1976,Eslováquia,,Total,,,,,70.5
1976,Eslovénia,,Homens,,,,x,
1976,Eslovénia,,Mulheres,,,,x,
1976,Eslovénia,,Total,,,,x,
1976,Espanha,,Homens,,,,,70.8
1976,Espanha,,Mulheres,,,,,76.6
1976,Espanha,,Total,,,,,73.7
1976,Estónia,,Homens,,,,,64.6
1976,Estónia,,Mulheres,,,,,74.4
1976,Estónia,,Total,,,,,69.8
1976,Finlândia,,Homens,,,,x,
1976,Finlândia,,Mulheres,,,,x,
1976,Finlândia,,Total,,,,x,
1976,França,,Homens,,,,x,
1976,França,,Mulheres,,,,x,
1976,França,,Total,,,,x,
1976,Grécia,,Homens,,,,,72.3
1976,Grécia,,Mulheres,,,,,76.7
