01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
1976,Grécia,,Total,,,,,74.5
1976,Hungria,,Homens,,,,,66.7
1976,Hungria,,Mulheres,,,,,72.6
1976,Hungria,,Total,,,,,69.7
1976,Irlanda,,Homens,,,,x,
1976,Irlanda,,Mulheres,,,,x,
1976,Irlanda,,Total,,,,x,
1976,Itália,,Homens,,,,x,
1976,Itália,,Mulheres,,,,x,
1976,Itália,,Total,,,,x,
1976,Letónia,,Homens,,,,x,
1976,Letónia,,Mulheres,,,,x,
1976,Letónia,,Total,,,,x,
1976,Lituânia,,Homens,,,,,66.3
1976,Lituânia,,Mulheres,,,,,75.7
1976,Lituânia,,Total,,,,,71.1
1976,Luxemburgo,,Homens,,,,,67.2
1976,Luxemburgo,,Mulheres,,,,,74.3
1976,Luxemburgo,,Total,,,,,70.7
1976,Malta,,Homens,,,,x,
1976,Malta,,Mulheres,,,,x,
1976,Malta,,Total,,,,x,
1976,Países Baixos,,Homens,,,,x,
1976,Países Baixos,,Mulheres,,,,x,
1976,Países Baixos,,Total,,,,x,
1976,Polónia,,Homens,,,,x,
1976,Polónia,,Mulheres,,,,x,
1976,Polónia,,Total,,,,x,
1976,Portugal,,Homens,,,,,65.3
1976,Portugal,,Mulheres,,,,,72.6
1976,Portugal,,Total,,,,,69.0
1976,Roménia,,Homens,,,,,67.7
1976,Roménia,,Mulheres,,,,,72.2
1976,Roménia,,Total,,,,,70.0
1976,Suécia,,Homens,,,,,72.2
1976,Suécia,,Mulheres,,,,,78.0
1976,Suécia,,Total,,,,,75.0
1977,Alemanha,,Homens,,,,x,
1977,Alemanha,,Mulheres,,,,x,
1977,Alemanha,,Total,,,,x,
1977,Áustria,,Homens,,,,,68.5
1977,Áustria,,Mulheres,,,,,75.5
1977,Áustria,,Total,,,,,72.2
1977,Bélgica,,Homens,,,,,69.5
1977,Bélgica,,Mulheres,,,,,76.2
1977,Bélgica,,Total,,,,,72.8
1977,Bulgária,,Homens,,,,,68.2
1977,Bulgária,,Mulheres,,,,,73.4
1977,Bulgária,,Total,,,,,70.7
1977,Chéquia,,Homens,,,,,67.2
1977,Chéquia,,Mulheres,,,,,74.3
1977,Chéquia,,Total,,,,,70.7
1977,Chipre,,Homens,,,,x,
1977,Chipre,,Mulheres,,,,x,
1977,Chipre,,Total,,,,x,
1977,Croácia,,Homens,,,,x,
1977,Croácia,,Mulheres,,,,x,
1977,Croácia,,Total,,,,x,
1977,Dinamarca,,Homens,,,,,71.8
1977,Dinamarca,,Mulheres,,,,,77.9
1977,Dinamarca,,Total,,,,,74.7
1977,Eslováquia,,Homens,,,,,66.8
1977,Eslováquia,,Mulheres,,,,,74.3
1977,Eslováquia,,Total,,,,,70.4
1977,Eslovénia,,Homens,,,,x,
1977,Eslovénia,,Mulheres,,,,x,
1977,Eslovénia,,Total,,,,x,
1977,Espanha,,Homens,,,,,71.2
1977,Espanha,,Mulheres,,,,,77.1
1977,Espanha,,Total,,,,,74.2
1977,Estónia,,Homens,,,,,64.7
1977,Estónia,,Mulheres,,,,,74.5
1977,Estónia,,Total,,,,,69.9
1977,Finlândia,,Homens,,,,x,
1977,Finlândia,,Mulheres,,,,x,
1977,Finlândia,,Total,,,,x,
1977,França,,Homens,,,,x,
1977,França,,Mulheres,,,,x,
1977,França,,Total,,,,x,
1977,Grécia,,Homens,,,,,72.4
1977,Grécia,,Mulheres,,,,,77.0
1977,Grécia,,Total,,,,,74.7
1977,Hungria,,Homens,,,,,66.8
1977,Hungria,,Mulheres,,,,,73.1
1977,Hungria,,Total,,,,,69.9
1977,Irlanda,,Homens,,,,x,
1977,Irlanda,,Mulheres,,,,x,
1977,Irlanda,,Total,,,,x,
1977,Itália,,Homens,,,,x,
1977,Itália,,Mulheres,,,,x,
1977,Itália,,Total,,,,x,
1977,Letónia,,Homens,,,,x,
1977,Letónia,,Mulheres,,,,x,
1977,Letónia,,Total,,,,x,
1977,Lituânia,,Homens,,,,,66.2
1977,Lituânia,,Mulheres,,,,,75.5
1977,Lituânia,,Total,,,,,71.0
1977,Luxemburgo,,Homens,,,,,68.2
1977,Luxemburgo,,Mulheres,,,,,76.2
1977,Luxemburgo,,Total,,,,,72.1
1977,Malta,,Homens,,,,,69.2
1977,Malta,,Mulheres,,,,,73.7
1977,Malta,,Total,,,,,71.5
1977,Países Baixos,,Homens,,,,x,
1977,Países Baixos,,Mulheres,,,,x,
1977,Países Baixos,,Total,,,,x,
1977,Polónia,,Homens,,,,x,
1977,Polónia,,Mulheres,,,,x,
1977,Polónia,,Total,,,,x,
1977,Portugal,,Homens,,,,,66.4
1977,Portugal,,Mulheres,,,,,73.7
1977,Portugal,,Total,,,,,70.1
1977,Roménia,,Homens,,,,,67.4
1977,Roménia,,Mulheres,,,,,72.1
1977,Roménia,,Total,,,,,69.8
1977,Suécia,,Homens,,,,,72.4
1977,Suécia,,Mulheres,,,,,78.7
1977,Suécia,,Total,,,,,75.5
1978,Alemanha,,Homens,,,,x,
1978,Alemanha,,Mulheres,,,,x,
1978,Alemanha,,Total,,,,x,
1978,Áustria,,Homens,,,,,68.5
1978,Áustria,,Mulheres,,,,,75.7
1978,Áustria,,Total,,,,,72.3
1978,Bélgica,,Homens,,,,,69.4
1978,Bélgica,,Mulheres,,,,,76.1
1978,Bélgica,,Total,,,,,72.8
1978,Bulgária,,Homens,,,,,68.7
1978,Bulgária,,Mulheres,,,,,73.6
1978,Bulgária,,Total,,,,,71.1
1978,Chéquia,,Homens,,,,,67.3
1978,Chéquia,,Mulheres,,,,,74.4
1978,Chéquia,,Total,,,,,70.8
1978,Chipre,,Homens,,,,x,
1978,Chipre,,Mulheres,,,,x,
1978,Chipre,,Total,,,,x,
1978,Croácia,,Homens,,,,x,
1978,Croácia,,Mulheres,,,,x,
1978,Croácia,,Total,,,,x,
1978,Dinamarca,,Homens,,,,,71.5
1978,Dinamarca,,Mulheres,,,,,77.6
1978,Dinamarca,,Total,,,,,74.5
1978,Eslováquia,,Homens,,,,,66.9
1978,Eslováquia,,Mulheres,,,,,74.2
1978,Eslováquia,,Total,,,,,70.5
1978,Eslovénia,,Homens,,,,x,
1978,Eslovénia,,Mulheres,,,,x,
1978,Eslovénia,,Total,,,,x,
1978,Espanha,,Homens,,,,,71.3
1978,Espanha,,Mulheres,,,,,77.4
1978,Espanha,,Total,,,,,74.4
1978,Estónia,,Homens,,,,,64.3
1978,Estónia,,Mulheres,,,,,74.5
1978,Estónia,,Total,,,,,69.7
1978,Finlândia,,Homens,,,,x,
1978,Finlândia,,Mulheres,,,,x,
1978,Finlândia,,Total,,,,x,
1978,França,,Homens,,,,x,
1978,França,,Mulheres,,,,x,
1978,França,,Total,,,,x,
1978,Grécia,,Homens,,,,,72.9
1978,Grécia,,Mulheres,,,,,77.5
1978,Grécia,,Total,,,,,75.3
1978,Hungria,,Homens,,,,,66.1
1978,Hungria,,Mulheres,,,,,72.8
1978,Hungria,,Total,,,,,69.4
1978,Irlanda,,Homens,,,,x,
1978,Irlanda,,Mulheres,,,,x,
1978,Irlanda,,Total,,,,x,
1978,Itália,,Homens,,,,x,
1978,Itália,,Mulheres,,,,x,
1978,Itália,,Total,,,,x,
1978,Letónia,,Homens,,,,x,
1978,Letónia,,Mulheres,,,,x,
1978,Letónia,,Total,,,,x,
1978,Lituânia,,Homens,,,,,66.0
1978,Lituânia,,Mulheres,,,,,75.2
1978,Lituânia,,Total,,,,,70.7
1978,Luxemburgo,,Homens,,,,,68.5
1978,Luxemburgo,,Mulheres,,,,,75.6
1978,Luxemburgo,,Total,,,,,72.0
1978,Malta,,Homens,,,,,68.1
1978,Malta,,Mulheres,,,,,72.2
1978,Malta,,Total,,,,,70.2
1978,Países Baixos,,Homens,,,,x,
1978,Países Baixos,,Mulheres,,,,x,
1978,Países Baixos,,Total,,,,x,
1978,Polónia,,Homens,,,,x,
1978,Polónia,,Mulheres,,,,x,
1978,Polónia,,Total,,,,x,
1978,Portugal,,Homens,,,,,67.1
1978,Portugal,,Mulheres,,,,,73.9
1978,Portugal,,Total,,,,,70.5
1978,Roménia,,Homens,,,,,67.3
1978,Roménia,,Mulheres,,,,,72.3
1978,Roménia,,Total,,,,,69.8
1978,Suécia,,Homens,,,,,72.5
1978,Suécia,,Mulheres,,,,,78.8
1978,Suécia,,Total,,,,,75.5
1979,Alemanha,,Homens,,,,x,
1979,Alemanha,,Mulheres,,,,x,
1979,Alemanha,,Total,,,,x,
1979,Áustria,,Homens,,,,,68.8
1979,Áustria,,Mulheres,,,,,76.0
1979,Áustria,,Total,,,,,72.6
1979,Bélgica,,Homens,,,,,69.9
1979,Bélgica,,Mulheres,,,,,76.6
1979,Bélgica,,Total,,,,,73.3
1979,Bulgária,,Homens,,,,,68.6
1979,Bulgária,,Mulheres,,,,,74.0
1979,Bulgária,,Total,,,,,71.2
1979,Chéquia,,Homens,,,,,67.4
1979,Chéquia,,Mulheres,,,,,74.4
1979,Chéquia,,Total,,,,,70.9
1979,Chipre,,Homens,,,,x,
1979,Chipre,,Mulheres,,,,x,
1979,Chipre,,Total,,,,x,
1979,Croácia,,Homens,,,,x,
1979,Croácia,,Mulheres,,,,x,
1979,Croácia,,Total,,,,x,
1979,Dinamarca,,Homens,,,,,71.2
1979,Dinamarca,,Mulheres,,,,,77.5
1979,Dinamarca,,Total,,,,,74.3
1979,Eslováquia,,Homens,,,,,67.2
1979,Eslováquia,,Mulheres,,,,,74.6
1979,Eslováquia,,Total,,,,,70.8
1979,Eslovénia,,Homens,,,,x,
1979,Eslovénia,,Mulheres,,,,x,
1979,Eslovénia,,Total,,,,x,
1979,Espanha,,Homens,,,,,71.8
1979,Espanha,,Mulheres,,,,,78.0
1979,Espanha,,Total,,,,,75.0
1979,Estónia,,Homens,,,,,64.1
1979,Estónia,,Mulheres,,,,,74.2
1979,Estónia,,Total,,,,,69.4
1979,Finlândia,,Homens,,,,x,
1979,Finlândia,,Mulheres,,,,x,
1979,Finlândia,,Total,,,,x,
1979,França,,Homens,,,,x,
1979,França,,Mulheres,,,,x,
1979,França,,Total,,,,x,
1979,Grécia,,Homens,,,,,73.2
1979,Grécia,,Mulheres,,,,,77.8
1979,Grécia,,Total,,,,,75.5
1979,Hungria,,Homens,,,,,66.2
1979,Hungria,,Mulheres,,,,,73.2
1979,Hungria,,Total,,,,,69.7
1979,Irlanda,,Homens,,,,x,
1979,Irlanda,,Mulheres,,,,x,
1979,Irlanda,,Total,,,,x,
1979,Itália,,Homens,,,,x,
1979,Itália,,Mulheres,,,,x,
1979,Itália,,Total,,,,x,
1979,Letónia,,Homens,,,,x,
1979,Letónia,,Mulheres,,,,x,
1979,Letónia,,Total,,,,x,
1979,Lituânia,,Homens,,,,,65.5
1979,Lituânia,,Mulheres,,,,,75.4
1979,Lituânia,,Total,,,,,70.6
1979,Luxemburgo,,Homens,,,,,69.0
1979,Luxemburgo,,Mulheres,,,,,76.5
1979,Luxemburgo,,Total,,,,,72.7
1979,Malta,,Homens,,,,,69.3
1979,Malta,,Mulheres,,,,,73.5
1979,Malta,,Total,,,,,71.4
1979,Países Baixos,,Homens,,,,x,
1979,Países Baixos,,Mulheres,,,,x,
1979,Países Baixos,,Total,,,,x,
1979,Polónia,,Homens,,,,x,
1979,Polónia,,Mulheres,,,,x,
1979,Polónia,,Total,,,,x,
1979,Portugal,,Homens,,,,,67.9
1979,Portugal,,Mulheres,,,,,74.7
1979,Portugal,,Total,,,,,71.3
1979,Roménia,,Homens,,,,,66.9
1979,Roménia,,Mulheres,,,,,72.1
1979,Roménia,,Total,,,,,69.5
1979,Suécia,,Homens,,,,,72.5
1979,Suécia,,Mulheres,,,,,78.8
1979,Suécia,,Total,,,,,75.6
1980,Alemanha,,Homens,,,,x,
1980,Alemanha,,Mulheres,,,,x,
1980,Alemanha,,Total,,,,x,
1980,Áustria,,Homens,,,,,69.0
1980,Áustria,,Mulheres,,,,,76.1
1980,Áustria,,Total,,,,,72.7
1980,Bélgica,,Homens,,,,,69.9
1980,Bélgica,,Mulheres,,,,,76.7
1980,Bélgica,,Total,,,,,73.3
1980,Bulgária,,Homens,,,,,68.4
1980,Bulgária,,Mulheres,,,,,73.9
1980,Bulgária,,Total,,,,,71.1
1980,Chéquia,,Homens,,,,,66.9
1980,Chéquia,,Mulheres,,,,,74.0
1980,Chéquia,,Total,,,,,70.4
1980,Chipre,,Homens,,,,x,
1980,Chipre,,Mulheres,,,,x,
1980,Chipre,,Total,,,,x,
1980,Croácia,,Homens,,,,x,
1980,Croácia,,Mulheres,,,,x,
1980,Croácia,,Total,,,,x,
1980,Dinamarca,,Homens,,,,,71.2
1980,Dinamarca,,Mulheres,,,,,77.3
1980,Dinamarca,,Total,,,,,74.2
1980,Eslováquia,,Homens,,,,,66.7
1980,Eslováquia,,Mulheres,,,,,74.4
1980,Eslováquia,,Total,,,,,70.4
1980,Eslovénia,,Homens,,,,x,
1980,Eslovénia,,Mulheres,,,,x,
1980,Eslovénia,,Total,,,,x,
1980,Espanha,,Homens,,,,,72.3
1980,Espanha,,Mulheres,,,,,78.5
1980,Espanha,,Total,,,,,75.5
1980,Estónia,,Homens,,,,,64.2
1980,Estónia,,Mulheres,,,,,74.3
1980,Estónia,,Total,,,,,69.5
1980,Finlândia,,Homens,,,,,69.2
1980,Finlândia,,Mulheres,,,,,78.0
1980,Finlândia,,Total,,,,,73.7
1980,França,,Homens,,,,x,
1980,França,,Mulheres,,,,x,
1980,França,,Total,,,,x,
1980,Grécia,,Homens,,,,,73.0
1980,Grécia,,Mulheres,,,,,77.5
1980,Grécia,,Total,,,,,75.3
1980,Hungria,,Homens,,,,,65.5
1980,Hungria,,Mulheres,,,,,72.8
1980,Hungria,,Total,,,,,69.1
1980,Irlanda,,Homens,,,,x,
1980,Irlanda,,Mulheres,,,,x,
1980,Irlanda,,Total,,,,x,
1980,Itália,,Homens,,,,x,
1980,Itália,,Mulheres,,,,x,
1980,Itália,,Total,,,,x,
1980,Letónia,,Homens,,,,x,
1980,Letónia,,Mulheres,,,,x,
1980,Letónia,,Total,,,,x,
1980,Lituânia,,Homens,,,,,65.4
1980,Lituânia,,Mulheres,,,,,75.4
1980,Lituânia,,Total,,,,,70.5
1980,Luxemburgo,,Homens,,,,,70.0
1980,Luxemburgo,,Mulheres,,,,,75.6
1980,Luxemburgo,,Total,,,,,72.8
1980,Malta,,Homens,,,,,68.0
1980,Malta,,Mulheres,,,,,72.8
1980,Malta,,Total,,,,,70.4
1980,Países Baixos,,Homens,,,,x,
1980,Países Baixos,,Mulheres,,,,x,
1980,Países Baixos,,Total,,,,x,
1980,Polónia,,Homens,,,,x,
1980,Polónia,,Mulheres,,,,x,
1980,Polónia,,Total,,,,x,
1980,Portugal,,Homens,,,,,67.9
1980,Portugal,,Mulheres,,,,,74.9
1980,Portugal,,Total,,,,,71.5
1980,Roménia,,Homens,,,,,66.6
1980,Roménia,,Mulheres,,,,,71.9
1980,Roménia,,Total,,,,,69.2
1980,Suécia,,Homens,,,,,72.8
1980,Suécia,,Mulheres,,,,,79.0
1980,Suécia,,Total,,,,,75.8
1981,Alemanha,,Homens,,,,x,
1981,Alemanha,,Mulheres,,,,x,
1981,Alemanha,,Total,,,,x,
1981,Áustria,,Homens,,,,,69.3
1981,Áustria,,Mulheres,,,,,76.5
1981,Áustria,,Total,,,,,73.0
1981,Bélgica,,Homens,,,,,70.3
1981,Bélgica,,Mulheres,,,,,77.1
1981,Bélgica,,Total,,,,,73.7
1981,Bulgária,,Homens,,,,,68.9
1981,Bulgária,,Mulheres,,,,,74.3
1981,Bulgária,,Total,,,,,71.5
1981,Chéquia,,Homens,,,,,67.2
1981,Chéquia,,Mulheres,,,,,74.4
1981,Chéquia,,Total,,,,,70.8
1981,Chipre,,Homens,,,,x,
1981,Chipre,,Mulheres,,,,x,
1981,Chipre,,Total,,,,x,
1981,Croácia,,Homens,,,,x,
1981,Croácia,,Mulheres,,,,x,
1981,Croácia,,Total,,,,x,
1981,Dinamarca,,Homens,,,,,71.3
1981,Dinamarca,,Mulheres,,,,,77.5
1981,Dinamarca,,Total,,,,,74.3
1981,Eslováquia,,Homens,,,,,66.8
1981,Eslováquia,,Mulheres,,,,,74.9
1981,Eslováquia,,Total,,,,,70.7
1981,Eslovénia,,Homens,,,,x,
1981,Eslovénia,,Mulheres,,,,x,
1981,Eslovénia,,Total,,,,x,
1981,Espanha,,Homens,,,,,72.5
1981,Espanha,,Mulheres,,,,,78.8
1981,Espanha,,Total,,,,,75.7
1981,Estónia,,Homens,,,,,64.1
1981,Estónia,,Mulheres,,,,,74.1
1981,Estónia,,Total,,,,,69.3
1981,Finlândia,,Homens,,,,,69.6
1981,Finlândia,,Mulheres,,,,,78.2
1981,Finlândia,,Total,,,,,74.0
1981,França,,Homens,,,,x,
1981,França,,Mulheres,,,,x,
1981,França,,Total,,,,x,
1981,Grécia,,Homens,,,,,73.4
1981,Grécia,,Mulheres,,,,,77.9
1981,Grécia,,Total,,,,,75.7
1981,Hungria,,Homens,,,,,65.5
1981,Hungria,,Mulheres,,,,,73.0
1981,Hungria,,Total,,,,,69.2
1981,Irlanda,,Homens,,,,x,
1981,Irlanda,,Mulheres,,,,x,
1981,Irlanda,,Total,,,,x,
1981,Itália,,Homens,,,,x,
1981,Itália,,Mulheres,,,,x,
1981,Itália,,Total,,,,x,
1981,Letónia,,Homens,,,,x,
1981,Letónia,,Mulheres,,,,x,
1981,Letónia,,Total,,,,x,
1981,Lituânia,,Homens,,,,,65.3
1981,Lituânia,,Mulheres,,,,,75.4
1981,Lituânia,,Total,,,,,70.5
1981,Luxemburgo,,Homens,,,,,68.9
1981,Luxemburgo,,Mulheres,,,,,76.3
1981,Luxemburgo,,Total,,,,,72.6
1981,Malta,,Homens,,,,,69.0
1981,Malta,,Mulheres,,,,,73.9
1981,Malta,,Total,,,,,71.5
1981,Países Baixos,,Homens,,,,x,
1981,Países Baixos,,Mulheres,,,,x,
1981,Países Baixos,,Total,,,,x,
1981,Polónia,,Homens,,,,x,
1981,Polónia,,Mulheres,,,,x,
1981,Polónia,,Total,,,,x,
1981,Portugal,,Homens,,,,,68.2
1981,Portugal,,Mulheres,,,,,75.2
1981,Portugal,,Total,,,,,71.8
1981,Roménia,,Homens,,,,,66.8
1981,Roménia,,Mulheres,,,,,72.4
1981,Roménia,,Total,,,,,69.5
1981,Suécia,,Homens,,,,,73.1
1981,Suécia,,Mulheres,,,,,79.3
1981,Suécia,,Total,,,,,76.1
1982,,Portugal,Homens,,,,,68.2
1982,,Portugal,Mulheres,,,,,75.2
1982,,Portugal,Total,,,,,71.8
1982,Alemanha,,Homens,,,,x,
1982,Alemanha,,Mulheres,,,,x,
1982,Alemanha,,Total,,,,x,
1982,Áustria,,Homens,,,,,69.4
1982,Áustria,,Mulheres,,,,,76.7
1982,Áustria,,Total,,,,,73.2
1982,Bélgica,,Homens,,,,,70.6
1982,Bélgica,,Mulheres,,,,,77.3
1982,Bélgica,,Total,,,,,74.0
1982,Bulgária,,Homens,,,,,68.5
1982,Bulgária,,Mulheres,,,,,74.0
1982,Bulgária,,Total,,,,,71.1
1982,Chéquia,,Homens,,,,,67.3
1982,Chéquia,,Mulheres,,,,,74.5
1982,Chéquia,,Total,,,,,70.9
1982,Chipre,,Homens,,,,x,
1982,Chipre,,Mulheres,,,,x,
1982,Chipre,,Total,,,,x,
1982,Croácia,,Homens,,,,x,
1982,Croácia,,Mulheres,,,,x,
1982,Croácia,,Total,,,,x,
1982,Dinamarca,,Homens,,,,,71.6
1982,Dinamarca,,Mulheres,,,,,77.8
1982,Dinamarca,,Total,,,,,74.7
1982,Eslováquia,,Homens,,,,,67.0
1982,Eslováquia,,Mulheres,,,,,74.9
1982,Eslováquia,,Total,,,,,70.9
1982,Eslovénia,,Homens,,,,,67.0
1982,Eslovénia,,Mulheres,,,,,75.3
1982,Eslovénia,,Total,,,,,71.2
1982,Espanha,,Homens,,,,,73.1
1982,Espanha,,Mulheres,,,,,79.4
1982,Espanha,,Total,,,,,76.3
1982,Estónia,,Homens,,,,,64.6
1982,Estónia,,Mulheres,,,,,74.7
1982,Estónia,,Total,,,,,69.9
1982,Finlândia,,Homens,,,,,70.3
1982,Finlândia,,Mulheres,,,,,78.8
1982,Finlândia,,Total,,,,,74.6
1982,França,,Homens,,,,x,
1982,França,,Mulheres,,,,x,
1982,França,,Total,,,,x,
1982,Grécia,,Homens,,,,,73.6
1982,Grécia,,Mulheres,,,,,78.2
1982,Grécia,,Total,,,,,75.9
1982,Hungria,,Homens,,,,,65.7
1982,Hungria,,Mulheres,,,,,73.3
1982,Hungria,,Total,,,,,69.4
1982,Irlanda,,Homens,,,,x,
1982,Irlanda,,Mulheres,,,,x,
1982,Irlanda,,Total,,,,x,
1982,Itália,,Homens,,,,x,
1982,Itália,,Mulheres,,,,x,
1982,Itália,,Total,,,,x,
1982,Letónia,,Homens,,,,x,
1982,Letónia,,Mulheres,,,,x,
1982,Letónia,,Total,,,,x,
1982,Lituânia,,Homens,,,,,65.7
1982,Lituânia,,Mulheres,,,,,75.8
1982,Lituânia,,Total,,,,,70.9
1982,Luxemburgo,,Homens,,,,,68.9
1982,Luxemburgo,,Mulheres,,,,,76.4
1982,Luxemburgo,,Total,,,,,72.7
1982,Malta,,Homens,,,,x,
1982,Malta,,Mulheres,,,,x,
1982,Malta,,Total,,,,x,
1982,Países Baixos,,Homens,,,,x,
1982,Países Baixos,,Mulheres,,,,x,
1982,Países Baixos,,Total,,,,x,
1982,Polónia,,Homens,,,,x,
1982,Polónia,,Mulheres,,,,x,
1982,Polónia,,Total,,,,x,
1982,Portugal,,Homens,,,,,69.0
1982,Portugal,,Mulheres,,,,,76.0
1982,Portugal,,Total,,,,,72.5
1982,Roménia,,Homens,,,,,67.1
1982,Roménia,,Mulheres,,,,,72.5
1982,Roménia,,Total,,,,,69.8
1982,Suécia,,Homens,,,,,73.5
1982,Suécia,,Mulheres,,,,,79.5
1982,Suécia,,Total,,,,,76.4
1983,,Portugal,Homens,,,,,68.7
1983,,Portugal,Mulheres,,,,,75.5
1983,,Portugal,Total,,,,,72.1
1983,Alemanha,,Homens,,,,x,
1983,Alemanha,,Mulheres,,,,x,
1983,Alemanha,,Total,,,,x,
1983,Áustria,,Homens,,,,,69.5
1983,Áustria,,Mulheres,,,,,76.7
1983,Áustria,,Total,,,,,73.3
1983,Bélgica,,Homens,,,,,70.6
1983,Bélgica,,Mulheres,,,,,77.3
1983,Bélgica,,Total,,,,,73.9
1983,Bulgária,,Homens,,,,,68.5
1983,Bulgária,,Mulheres,,,,,74.4
1983,Bulgária,,Total,,,,,71.3
1983,Chéquia,,Homens,,,,,67.1
1983,Chéquia,,Mulheres,,,,,74.4
1983,Chéquia,,Total,,,,,70.7
1983,Chipre,,Homens,,,,x,
1983,Chipre,,Mulheres,,,,x,
1983,Chipre,,Total,,,,x,
1983,Croácia,,Homens,,,,x,
1983,Croácia,,Mulheres,,,,x,
1983,Croácia,,Total,,,,x,
1983,Dinamarca,,Homens,,,,,71.5
1983,Dinamarca,,Mulheres,,,,,77.7
1983,Dinamarca,,Total,,,,,74.5
1983,Eslováquia,,Homens,,,,,66.7
1983,Eslováquia,,Mulheres,,,,,74.7
1983,Eslováquia,,Total,,,,,70.6
1983,Eslovénia,,Homens,,,,,66.9
1983,Eslovénia,,Mulheres,,,,,75.0
1983,Eslovénia,,Total,,,,,71.0
1983,Espanha,,Homens,,,,,72.9
1983,Espanha,,Mulheres,,,,,79.1
1983,Espanha,,Total,,,,,76.1
1983,Estónia,,Homens,,,,,64.4
1983,Estónia,,Mulheres,,,,,74.8
1983,Estónia,,Total,,,,,69.8
1983,Finlândia,,Homens,,,,,70.3
1983,Finlândia,,Mulheres,,,,,78.5
1983,Finlândia,,Total,,,,,74.5
1983,França,,Homens,,,,x,
1983,França,,Mulheres,,,,x,
1983,França,,Total,,,,x,
1983,Grécia,,Homens,,,,,73.4
1983,Grécia,,Mulheres,,,,,78.0
1983,Grécia,,Total,,,,,75.7
1983,Hungria,,Homens,,,,,65.1
1983,Hungria,,Mulheres,,,,,73.1
1983,Hungria,,Total,,,,,69.0
1983,Irlanda,,Homens,,,,x,
1983,Irlanda,,Mulheres,,,,x,
1983,Irlanda,,Total,,,,x,
1983,Itália,,Homens,,,,x,
1983,Itália,,Mulheres,,,,x,
1983,Itália,,Total,,,,x,
1983,Letónia,,Homens,,,,x,
1983,Letónia,,Mulheres,,,,x,
1983,Letónia,,Total,,,,x,
1983,Lituânia,,Homens,,,,,65.7
1983,Lituânia,,Mulheres,,,,,75.7
1983,Lituânia,,Total,,,,,70.8
1983,Luxemburgo,,Homens,,,,,69.9
1983,Luxemburgo,,Mulheres,,,,,77.1
1983,Luxemburgo,,Total,,,,,73.5
1983,Malta,,Homens,,,,x,
1983,Malta,,Mulheres,,,,x,
1983,Malta,,Total,,,,x,
1983,Países Baixos,,Homens,,,,x,
1983,Países Baixos,,Mulheres,,,,x,
1983,Países Baixos,,Total,,,,x,
1983,Polónia,,Homens,,,,x,
1983,Polónia,,Mulheres,,,,x,
1983,Polónia,,Total,,,,x,
1983,Portugal,,Homens,,,,,69.0
1983,Portugal,,Mulheres,,,,,75.8
1983,Portugal,,Total,,,,,72.4
1983,Roménia,,Homens,,,,,67.0
1983,Roménia,,Mulheres,,,,,72.6
1983,Roménia,,Total,,,,,69.8
1983,Suécia,,Homens,,,,,73.6
1983,Suécia,,Mulheres,,,,,79.8
1983,Suécia,,Total,,,,,76.7
1984,,Portugal,Homens,,,,,68.9
1984,,Portugal,Mulheres,,,,,75.6
1984,,Portugal,Total,,,,,72.3
1984,Alemanha,,Homens,,,,x,
1984,Alemanha,,Mulheres,,,,x,
1984,Alemanha,,Total,,,,x,
1984,Áustria,,Homens,,,,,70.1
1984,Áustria,,Mulheres,,,,,77.3
1984,Áustria,,Total,,,,,73.9
1984,Bélgica,,Homens,,,,,71.0
1984,Bélgica,,Mulheres,,,,,78.0
1984,Bélgica,,Total,,,,,74.5
1984,Bulgária,,Homens,,,,,68.5
1984,Bulgária,,Mulheres,,,,,74.6
1984,Bulgária,,Total,,,,,71.4
1984,Chéquia,,Homens,,,,,67.4
1984,Chéquia,,Mulheres,,,,,74.6
1984,Chéquia,,Total,,,,,70.9
1984,Chipre,,Homens,,,,x,
1984,Chipre,,Mulheres,,,,x,
1984,Chipre,,Total,,,,x,
1984,Croácia,,Homens,,,,x,
1984,Croácia,,Mulheres,,,,x,
1984,Croácia,,Total,,,,x,
1984,Dinamarca,,Homens,,,,,71.7
1984,Dinamarca,,Mulheres,,,,,77.8
1984,Dinamarca,,Total,,,,,74.7
1984,Eslováquia,,Homens,,,,,66.9
1984,Eslováquia,,Mulheres,,,,,75.1
1984,Eslováquia,,Total,,,,,70.8
1984,Eslovénia,,Homens,,,,,67.3
1984,Eslovénia,,Mulheres,,,,,75.4
1984,Eslovénia,,Total,,,,,71.4
1984,Espanha,,Homens,,,,,73.1
1984,Espanha,,Mulheres,,,,,79.7
1984,Espanha,,Total,,,,,76.4
1984,Estónia,,Homens,,,,,64.6
1984,Estónia,,Mulheres,,,,,74.3
1984,Estónia,,Total,,,,,69.6
1984,Finlândia,,Homens,,,,,70.5
1984,Finlândia,,Mulheres,,,,,79.0
1984,Finlândia,,Total,,,,,74.9
1984,França,,Homens,,,,x,
1984,França,,Mulheres,,,,x,
1984,França,,Total,,,,x,
1984,Grécia,,Homens,,,,,73.8
1984,Grécia,,Mulheres,,,,,78.6
1984,Grécia,,Total,,,,,76.2
1984,Hungria,,Homens,,,,,65.1
1984,Hungria,,Mulheres,,,,,73.3
1984,Hungria,,Total,,,,,69.1
